Store #,Store Name,Store Address,Store City,Store ZIp,Store Phone,Store Fax,State
1126,"LOWE'S OF SUFFOLK, VA.",1216 N. MAIN STREET,SUFFOLK,23434-4321,(757)923-1420,(757)923-1433,VA
563,"LOWE'S OF SPRING, TX",20201 N. IH45,SPRING,77388-6305,(281)528-0909,(281)528-0765,TX
404,"LOWE'S OF SW GREENSBORO, NC",1703 SOUTH FORTY DR.,GREENSBORO,27407-2653,(336)292-4813,(336)294-9447,NC
1768,"LOWE'S OF GREEN, OH",940 INTERSTATE PARKWAY,AKRON,44312-5286,(330)245-4300,(330)245-4301,OH
1972,"LOWE'S OF E. SANTA CLARITA, CA",19001 GOLDEN VALLEY RD,SANTA CLARITA,91321,(661)678-4430,(661)678-4431,CA
211,"LOWE'S OF MARION, IN",2842 SOUTH WESTERN AVE.,MARION,46953-3566,(765)668-4000,(765)668-1195,IN
1967,"LOWE'S OF ONEONTA, NY",5283 STATE HIGHWAY 23,ONEONTA,13820,(607)433-4000,(607)433-4001,NY
1053,"LOWE'S OF PASADENA, TX",5400 FAIRMONT PARKWAY,PASADENA,77505-3806,(281)991-9901,(281)991-9924,TX
174,"LOWE'S OF TEXARKANA, TX",501 WALTON DRIVE,TEXARKANA,75501-2830,(903)831-5700,(903)831-4411,TX
46,"LOWE'S OF BENTON HARBOR, MI",1300 MALL DRIVE,BENTON HARBOR,49022-2312,(269)927-6000,(269)927-6129,MI
2739,"LOWE'S OF S. LINCOLN, NE",6101 APPLES WAY,LINCOLN,68516,(402)420-3660,(402)420-3661,NE
1142,"LOWE'S OF S.W. PENSACOLA, FL",4301 WEST FAIRFIELD DRIVE,PENSACOLA,32505-4736,(850)453-0159,(850)453-1438,FL
2547,"LOWE'S OF E. PALMDALE, CA",37080 47TH STREET EAST,PALMDALE,93552-4449,(661)533-9900,(661)533-9901,CA
1944,"LOWE'S OF SOMERSET, PA",1730 NORTH CENTER AVENUE,SOMERSET,15501-7012,(814)289-2000,(814)289-2001,PA
2933,"LOWE'S OF S.W. SARASOTA, FL",4020 CENTRAL SARASOTA PARKWAY,SARASOTA,34238-6692,(941)918-4000,(941)918-4001,FL
1540,"LOWE'S OF CITRUS HEIGHTS, CA",7840 GREENBACK LANE,CITRUS HEIGHTS,95610-5910,(916)728-7800,(916)728-7801,CA
2442,"LOWE'S OF FORT MILL, SC",1640 HIGHWAY 160 WEST,FORT MILL,29708-8024,(803)396-5837,(803)396-5838,SC
1780,"LOWE'S OF N.E. DALLAS, TX",11333 E. NORTHWEST HIGHWAY,DALLAS,75238-3828,(972)246-1447,(972)246-1448,TX
2321,"LOWE'S OF LITTLETON, NH",1037 MEADOW STREET,LITTLETON,03561-3616,(603)259-5039,(603)259-5040,NH
2746,"LOWE'S OF SILVERDALE, WA",2221 NW MYHRE ROAD,SILVERDALE,98383,(360)662-3005,(360)662-3006,WA
1089,"LOWE'S OF AUBURN, WA.",1232 A STREET NORTHEAST,AUBURN,98002-4069,(253)804-2600,(253)804-4393,WA
1052,"LOWE'S OF TOMBALL, TX",14236 FM2920,TOMBALL,77377-5506,(281)255-6777,(281)516-2358,TX
223,"LOWE'S OF GAITHERSBURG, MD.",40 MARKET STREET,GAITHERSBURG,20878-6532,(301)208-0400,(301)208-0206,MD
137,"LOWE'S OF LAKE JACKSON, TX",200 HWY. 332 EAST,LAKE JACKSON,77566-5682,(979)297-9999,(979)297-6742,TX
2380,"LOWE'S OF SYRACUSE, NY",131 SIMON DRIVE,SYRACUSE,13224-2350,(315)350-2801,(315)350-2802,NY
2886,"LOWE'S OF DEFUNIAK SPRINGS, FL",135 BUSINESS PARK ROAD,DEFUNIAK SPRINGS,32435,(850)951-6060,(850)951-6061,FL
305,"LOWE'S OF ST. JOSEPH, MO.",3901 N. BELT HWY.,SAINT JOSEPH,64506-1383,(816)364-4880,(816)364-4677,MO
1193,"LOWE'S OF E. PEORIA, IL",201 RIVERSIDE DRIVE,EAST PEORIA,61611-2089,(309)694-0774,(309)694-9026,IL
2275,"LOWE'S OF SALT LAKE CITY, UT",1335 SOUTH 300 WEST,SALT LAKE CITY,84115-5136,(801)828-1640,(801)828-1641,UT
2948,"LOWE'S OF N.W. CHARLESTON, SC",9600 DORCHESTER ROAD,SUMMERVILLE,29485,(843)486-4130,(843)486-4131,SC
2793,"LOWE'S OF E. SPOKANE VALLEY, WA",16205 E BROADWAY AVENUE,SPOKANE VALLEY,99037-9598,(509)893-9960,(509)893-9961,WA
415,"LOWE'S OF YORK, PA.",2449 E. MARKET ST,YORK,17402-2409,(717)757-4802,(717)757-2024,PA
2939,"LOWE'S OF SALEM, VA",840 WEST MAIN STREET,SALEM,24153,(540)378-2030,(540)378-2031,VA
733,"LOWE'S OF N. SPRINGFIELD, MO.",1707 WEST NORTON ROAD,SPRINGFIELD,65803-5301,(417)833-2000,(417)833-2175,MO
1122,"LOWE'S OF NEW CARROLLTON, MD.",7710 RIVERDALE ROAD,NEW CARROLLTON,20784-3957,(301)918-6406,(301)918-6419,MD
272,"LOWE'S OF E INDIANAPOLIS, IN",8801 EAST 25TH ST.,INDIANAPOLIS,46219-1434,(317)895-8400,(317)895-1329,IN
2750,"LOWE'S OF TROUTMAN, NC",1041 CHARLOTTE HIGHWAY,TROUTMAN,28166,(704)980-5000,(704)980-5001,NC
1014,"LOWE'S OF N. ATTLEBORO, MA",1360 S. WASHINGTON STREET,N. ATTLEBORO,02760-6294,(508)643-1044,(508)643-1084,MA
1700,"LOWE'S OF N. FONTANA, CA",16851 SIERRA LAKES PARKWAY,FONTANA,92336-1226,(909)350-7900,(909)350-7901,CA
658,"LOWE'S OF SUSSEX COUNTY, DE",20364 PLANTATIONS ROAD,LEWES,19958-9807,(302)645-0900,(302)645-0916,DE
1855,"LOWE'S OF E. OCALA, FL",4600 EAST SILVER SPRINGS BLVD,OCALA,34470-3204,(352)732-1944,(352)732-1945,FL
2772,"LOWE'S OF POOLER, GA",1565 POOLER PARKWAY,POOLER,31322,(912)988-9060,(912)988-9061,GA
1205,"LOWE'S OF SOUTHGATE, MI",16410 TRENTON,SOUTHGATE,48195-1404,(734)284-6843,(734)284-6970,MI
2528,"LOWE'S OF APPLE VALLEY, CA",12189 APPLE VALLEY ROAD,APPLE VALLEY,92308-6702,(760)961-3000,(760)961-3001,CA
172,"LOWE'S OF SPOKANE VALLEY, WA.",E. 5204 SPRAGUE AVENUE,SPOKANE VALLEY,99212-0819,(509)533-0066,(509)533-0961,WA
1875,"LOWE'S OF ATLANTA-EDGEWOOD, GA",1280 CAROLINE STREET NE,ATLANTA,30307-2706,(404)658-8650,(404)658-8651,GA
1526,"LOWE'S OF GERMANTOWN PARKWAY, TN",430 S. GERMANTOWN PARKWAY,Cordova,38018,(901)309-2379,(901)737-2520,TN
1573,"LOWE'S OF MILL CREEK, WA",2002 132ND STREET S.E.,MILL CREEK,98012-4500,(425)385-8770,(425)357-1955,WA
548,"LOWE'S OF CROSSVILLE, TN",2431 N. MAIN,CROSSVILLE,38555-5407,(931)707-5900,(931)707-5916,TN
1124,"LOWE'S OF S. E. CHARLOTTE, NC",2115 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,28105-5766,(704)321-7170,(704)321-7184,NC
531,"LOWE'S OF AUSTELL, GA.",1717 EAST WEST CONNECTOR,AUSTELL,30106-1245,(678)945-5663,(678)945-5698,GA
2728,"LOWE'S OF NORTHBROOK, IL",1000 WILLOW ROAD,NORTHBROOK,60062,(847)418-4540,(847)418-4541,IL
2706,"LOWE'S OF HATFIELD TOWNSHIP, PA",160 FORTY FOOT ROAD,HATFIELD,19440,(215)353-4230,(215)353-4231,PA
1945,"LOWE'S OF DE LAND, FL",303 E INTERNATIONAL SPEEDWAY BLV,DELAND,32724-2425,(386)785-2430,(386)785-2431,FL
2792,"LOWE'S OF S. MERIDIAN, ID",305 WEST OVERLAND ROAD,MERIDIAN,83642,(208)855-5160,(208)855-5161,ID
1812,"LOWE'S OF GREELEY, CO",2400 47TH AVENUE,Greeley,80634,(970)506-2280,(970)506-2281,CO
2409,"LOWE'S OF W. YORK, PA",1175 CARLISLE ROAD,YORK,17404,(717)676-4050,(717)676-4051,PA
2201,"LOWE'S OF S. ASHEVILLE, NC",19 MCKENNA ROAD,ARDEN,28704-9201,(828)650-8000,(828)650-8001,NC
1158,"LOWE'S OF LAS CRUCES, NM",3200 NORTH MAIN STREET,LAS CRUCES,88001-1163,(575)541-5572,(575)541-4288,NM
2585,"LOWE'S OF PETOSKEY, MI",2140 ANDERSON ROAD,PETOSKEY,49770-9255,(231)753-5100,(231)753-5101,MI
1134,"LOWE'S OF YUKON, OK",1605 GARTH BROOKS BLVD,YUKON,73099-6386,(405)354-8806,(405)354-6864,OK
2208,"LOWE'S OF PHILADELPHIA, MS",1105 CENTRAL DRIVE,PHILADELPHIA,39350-8942,(601)389-5200,(601)389-5201,MS
645,"LOWE'S OF HENRIETTA, NY",2350 MARKETPLACE DRIVE,ROCHESTER,14623-6013,(585)424-1340,(585)424-7412,NY
717,"LOWE'S OF FRANKLIN, NC",161 FRANKLIN PLAZA,FRANKLIN,28734-3249,(828)349-4654,(828)349-9445,NC
2598,"LOWE'S OF VAN BUREN, AR",2120 FAYETTEVILLE ROAD,VAN BUREN,72956-6582,(479)494-4470,(479)494-4471,AR
466,"LOWE'S OF GULFPORT, MS",2151 JOHN HILL BLVD.,GULFPORT,39501-6930,(228)867-9000,(228)867-9018,MS
1666,"LOWE'S OF HOPKINSVILLE, KY",4580 FORT CAMPBELL BLVD.,HOPKINSVILLE,42240-9340,(270)707-7201,(270)707-7202,KY
2921,"LOWE'S OF RIVERHEAD, NY",1461 OLD COUNTRY ROAD,RIVERHEAD,11901-2026,(631)208-2190,(631)208-2191,NY
469,"LOWE'S OF EASLEY, SC",6068 CALHOUN MEM. HWY.,EASLEY,29640-3812,(864)306-6767,(864)306-6787,SC
2607,"LOWE'S OF FOUNTAIN, CO",7710 FOUNTAIN MESA ROAD,FOUNTAIN,80817,(719)799-2613,(719)799-2614,CO
1696,"LOWE'S OF WOOSTER, OH.",3788 BURBANK ROAD,WOOSTER,44691-9076,(330)287-2261,(330)287-2262,OH
2856,"LOWE'S OF HIGHLAND, CA",27847 GREENSPOT ROAD,HIGHLAND,92346,(909)557-9010,(909)557-9011,CA
181,"LOWE'S OF S.W. COLUMBUS, OH.",1675 GEORGESVILLE SQ. DR.,COLUMBUS,43228-3689,(614)853-6200,(614)853-6218,OH
167,"LOWE'S OF PEORIA, IL",5001 NORTH BIG HOLLOW RD,PEORIA,61615-3539,(309)692-1900,(309)692-9450,IL
1546,"LOWE'S OF E. VIRGINIA BEACH, VA",2403 VIRGINIA BEACH BLVD,VIRGINIA BEACH,23454-3922,(757)448-6220,(757)448-6221,VA
2450,"LOWE'S OF ROCKY RIVER, OH",20639 CENTER RIDGE ROAD,ROCKY RIVER,44116,(440)331-1027,(440)331-1056,OH
1605,"LOWE'S OF SPRING HILL, FL",4780 COMMERCIAL WAY,SPRING HILL,34606-1925,(352)592-0176,(352)592-6503,FL
1962,"LOWE'S OF WEST PALM BEACH, FL",4701 OKEECHOBEE BLVD,WEST PALM BEACH,33417-4640,(561)471-4828,(561)471-4829,FL
1509,"LOWE'S OF LENOIR, NC",1201 HICKORY BLVD S.E.,LENOIR,28645-6269,(828)726-5246,(828)726-6930,NC
786,"LOWE'S OF WASHINGTON, NC",1701 CAROLINA AVENUE,WASHINGTON,27889-3340,(252)975-1006,(252)975-1126,NC
1882,"LOWE'S OF ORCHARD PARK, NY",3195 SOUTHWESTERN BLVD,ORCHARD PARK,14127-1212,(716)677-1500,(716)677-1501,NY
2944,"LOWE'S OF MARYSVILLE, OH",15775 US 36E,MARYSVILLE,43040,(937)578-4440,(937)578-4441,OH
2687,"LOWE'S OF E. LANCASTER, PA",1845 HEMPSTEAD ROAD,LANCASTER,17601-5671,(717)399-1760,(717)399-1761,PA
3518,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,"LOWE'S OF JACKSON, TN",671 VANN DRIVE,JACKSON,38305-2093,(731)660-5424,(731)660-5422,TN
1109,"LOWE'S OF STUART, FL",3620 SOUTHEAST FEDERAL HIGHWAY,STUART,34997-4920,(772)283-4229,(772)781-4052,FL
663,"LOWE'S OF MADISON, AL",7920 HWY 72 WEST,MADISON,35758-9560,(256)430-5778,(256)430-3091,AL
1168,"LOWE'S OF MOORESVILLE, IN",851 BRIDGE STREET,MOORESVILLE,46158-1349,(317)834-7859,(317)834-8145,IN
19,"LOWE'S OF FREMONT, OH.","1952 NORTH STATE, RT. 53",FREMONT,43420-8637,(419)355-0221,(419)355-0247,OH
2558,"LOWE'S OF HENDERSON, KY",2190 US HIGHWAY 60 EAST,HENDERSON,42420-2443,(270)869-6500,(270)869-6501,KY
3315,"LOWE'S OF DAVIE, FL",11620 STATE ROAD 84,DAVIE,33325,(954)308-0634,(954)308-0635,FL
2610,"LOWE'S OF TILTON, NH",48 LOWES DRIVE,TILTON,3276,(603)729-2016,(603)729-2017,NH
2626,"LOWE'S OF RAYMORE, MO",225 NORTH DEAN AVENUE,RAYMORE,64083,(816)348-4320,(816)348-4321,MO
2940,"LOWE'S OF W. EUGENE, OR",3595 WEST 11TH AVENUE,EUGENE,97402,(541)685-7240,(541)685-7241,OR
2795,"LOWE'S OF MILLSBORO, DE",26688 CENTERVIEW DRIVE,MILLSBORO,19966,(302)934-3740,(302)934-3741,DE
2429,"LOWE'S OF WILMINGTON, DE",2225 HESSLER BOULEVARD,NEW CASTLE,19720-6305,(302)252-3228,(302)252-3229,DE
2250,"LOWE'S OF POTSDAM, NY",61 COUNTRY LANE,POTSDAM,13676,(315)268-6960,(315)268-6961,NY
3519,NULL,NULL,NULL,NULL,NULL,NULL,NULL
725,"LOWE'S OF W. DAVIE, FL",6600 DYKES ROAD,SOUTHWEST RANCHES,33331-4667,(954)680-8667,(954)680-6418,FL
1136,"LOWE'S OF CLINTON, MD",8755 BRANCH AVENUE,CLINTON,20735-2630,(301)877-7790,(301)877-7804,MD
1501,"LOWE'S OF LOGAN, UT",313 E 1400 NORTH,LOGAN,84341-7533,(435)787-2266,(435)787-9241,UT
1861,"LOWE'S OF CAPE MAY, NJ",3171 ROUTE 9 SOUTH,RIO GRANDE,08242-1020,(609)463-5760,(609)463-5761,NJ
1092,"LOWE'S OF RICHMOND, IN",510 WEST EATON PIKE,RICHMOND,47374-2642,(765)965-2512,(765)965-4661,IN
522,"LOWE'S OF HARRISBURG, PA.",4000 UNION DEPOSIT RD.,HARRISBURG,17109-5923,(717)540-0660,(717)540-8667,PA
2273,"LOWE'S OF DUBLIN, CA",3750 DUBLIN BOULEVARD,DUBLIN,94568,(925)241-3082,(925)241-3083,CA
773,"LOWE'S OF NE LONG BEACH, CA",7300 EAST CARSON STREET,LONG BEACH,90808-2356,(562)421-9996,(562)420-7626,CA
2884,"LOWE'S OF N. DOTHAN, AL",4801 MONTGOMERY HIGHWAY,DOTHAN,36303-1690,(334)340-2560,(334)340-2561,AL
1791,"LOWE'S OF S.W. TUCSON, AZ",1800 WEST VALENCIA ROAD,TUCSON,85746-6554,(520)741-2400,(520)741-2401,AZ
126,"LOWE'S OF E. FT. WAYNE, IN",1929 NORTH COLISEUM BLVD.,FORT WAYNE,46805-4960,(260)471-4000,(260)471-0776,IN
1989,"LOWE'S OF WESTMINSTER, CO",5600 WEST 88TH AVENUE,WESTMINSTER,80031-3005,(720)540-9334,(720)540-9335,CO
1786,"LOWE'S OF FT. PAYNE, AL",1600 GLENN BOULEVARD SW,FORT PAYNE,35968-3522,(256)844-6940,(256)844-6941,AL
2800,"LOWE'S OF OAKLAND, MD",7000 LOWES DRIVE,OAKLAND,21550,(301)334-7250,(301)334-7251,MD
1623,"LOWE'S OF S. KANSAS CITY, MO",1700 W. 133RD STREET,KANSAS CITY,64145-1630,(816)942-2777,(816)942-2140,MO
2420,"LOWE'S OF RENTON, WA",1000 GARDEN AVE N,Renton,98055,(425)757-5520,(425)757-5521,WA
457,"LOWE'S OF FRANKLIN SQUARE, NC",3250 EAST FRANKLIN BLVD.,GASTONIA,28056-6292,(704)865-6767,(704)865-8089,NC
2556,"LOWE'S OF SANTA FE, NM",3458 ZAFARANO ROAD,SANTA FE,87507,(505)819-4080,(505)819-4081,NM
520,"LOWE'S OF S. ARLINGTON, TX",1000 WEST ARBROOK,ARLINGTON,76015-4216,(817)419-9755,(817)419-7950,TX
2602,"LOWE'S OF WAYNESBORO, VA",801 LEW DEWITT BOULEVARD,WAYNESBORO,22980-7484,(540)946-3760,(540)946-3761,VA
297,"LOWE'S OF ALLIANCE, OH.",2595 WEST STATE ST,ALLIANCE,44601-5604,(330)829-2700,(330)829-2718,OH
471,"LOWE'S OF HAGERSTOWN, MD.",1500 WESEL BLVD.,HAGERSTOWN,21740-5386,(301)766-7200,(301)766-7219,MD
1653,"LOWE'S OF ELKIN, NC",492 CC CAMP RD,ELKIN,28621-8703,(336)526-6550,(336)526-6551,NC
1663,"LOWE'S OF KINGSTON, MA",32 WILLIAM C. GOULD WAY,KINGSTON,02364-3003,(781)217-2000,(781)217-2001,MA
3034,"LOWE'S OF SPARKS, NV",1355 SCHEELS DRIVE,SPARKS,89434,(775)412-4540,(775)412-4541,NV
1022,"LOWE'S OF WATERTOWN, NY","20828 NEW YORK STATE, RTE 3",WATERTOWN,13601-5500,(315)779-0059,(315)779-2835,NY
1127,"LOWE'S OF W. LANCASTER, PA",25 ROHRERSTOWN ROAD,LANCASTER,17603-2261,(717)672-0300,(717)672-0313,PA
2619,"LOWE'S OF KEIZER, OR",6225 ULALI DRIVE NE,KEIZER,97303,(503)304-3010,(503)304-3011,OR
2476,"LOWE'S OF MORGANTOWN, PA",340 CROSSING BOULEVARD,ELVERSON,19520-9071,(610)913-3100,(610)913-3101,PA
1985,"LOWE'S OF FAIRBANKS, AK",425 MERHAR AVENUE,FAIRBANKS,99701-3166,(907)451-4700,(907)451-4701,AK
620,"LOWE'S OF HOOVER, AL",2100 VALLEYDALE ROAD,HOOVER,35244-2072,(205)402-9880,(205)402-3918,AL
461,"LOWE'S OF N. BATON ROUGE, LA.",9460 CORTANA PLACE,BATON ROUGE,70815-8605,(225)928-7200,(225)928-1989,LA
2898,"LOWE'S OF ALAMO RANCH, TX",5303 W LOOP 1604 N,SAN ANTONIO,78253,(210)257-2000,(210)257-2001,TX
1651,"LOWE'S OF ACWORTH, GA",3250 COBB PKWY NW,KENNESAW,30152-1016,(770)975-4380,(770)975-4381,GA
2734,"LOWE'S OF PUYALLUP, WA.",3511 5TH STREET SE,PUYALLUP,98374,(253)604-5080,(253)604-5081,WA
1932,"LOWE'S OF SEEKONK, MA",1000 FALL RIVER AVENUE,SEEKONK,02771-5804,(508)343-4000,(508)343-4001,MA
439,"LOWE'S OF CHESAPEAKE, VA.",1308 BATTLEFIELD BLVD N,CHESAPEAKE,23320-9536,(757)436-0707,(757)436-2836,VA
107,"LOWE'S OF DAVENPORT, IA",3955 ELMORE AVE.,DAVENPORT,52807-2590,(563)344-9000,(563)344-9084,IA
2480,"LOWE'S OF SAN ANTONIO, TX",18303 RIM DRIVE,SAN ANTONIO,78257,(210)558-1730,(210)558-1731,TX
1582,"LOWE'S OF LAKE WORTH, TX",3500 NW CENTRE DRIVE,FORT WORTH,76135-3615,(817)238-1770,(817)238-1657,TX
438,"LOWE'S OF PENSACOLA, FL",1201 AIRPORT BLVD.,PENSACOLA,32504-8609,(850)857-7900,(850)857-7915,FL
2314,"LOWE'S OF REPUBLIC, MO",1225 US HIGHWAY 60 EAST,REPUBLIC,65738-1248,(417)233-9030,(417)233-9031,MO
2448,"LOWE'S OF PITTSBORO, NC",121 LOWE'S DRIVE,PITTSBORO,27312,(919)642-4030,(919)642-4031,NC
175,"LOWE'S OF JOHNSTOWN, PA.",630 SOLOMON RUN RD.,JOHNSTOWN,15904-7116,(814)535-1212,(814)536-3529,PA
1821,"LOWE'S OF CAROL STREAM, IL",400 WEST ARMY TRAIL,CAROL STREAM,60188,(630)456-9004,(630)456-9005,IL
1085,"LOWE'S OF HARVEY, LA.",1351 MANHATTAN BLVD.,HARVEY,70058-3401,(504)227-0495,(504)263-1823,LA
3015,"LOWE'S OF ABBEVILLE, LA",2700 CHARITY STREET,ABBEVILLE,70510,(337)892-4911,(337)892-4912,LA
1107,"LOWE'S OF NEW IBERIA, LA.",2816 HIGHWAY 14,NEW IBERIA,70560-8316,(337)560-1312,(337)560-1077,LA
667,"LOWE'S OF GREER, SC",1370 W WADE HAMPTON BLVD,GREER,29650-1125,(864)879-8448,(864)879-4016,SC
1940,"LOWE'S OF BANGOR, ME",70 SPRINGER DRIVE,BANGOR,04401-3636,(207)299-9089,(207)299-9090,ME
1806,"LOWE'S OF S. FAYETTEVILLE, AR",3231 W. MARTIN LUTHER KING BLVD.,FAYETTEVILLE,72704-7686,(479)387-3007,(479)387-3008,AR
1580,"LOWE'S OF TULSA-MIDTOWN, OK",1525 SOUTH YALE AVENUE,TULSA,74112-6217,(918)712-8199,(918)712-4830,OK
2726,"LOWE'S OF NEW HARTFORD, NY",4699 MIDDLE SETTLEMENT ROAD,NEW HARTFORD,13413,(315)351-4241,(315)351-4242,NY
694,"LOWE'S OF ROGERS, AR",300 NORTH 46TH ST.,ROGERS,72756-1807,(479)936-9700,(479)936-9716,AR
449,"LOWE'S OF ASHEBORO, NC",1120 EAST DIXIE DR,ASHEBORO,27203-8813,(336)629-6100,(336)629-3434,NC
533,"LOWE'S OF HURST, TX",770 GRAPEVINE HWY.,HURST,76054-2800,(817)514-6288,(817)514-6920,TX
2851,"LOWE'S OF N. NASHVILLE, TN",3460 DICKERSON PIKE,NASHVILLE,37207,(615)860-5465,(615)860-5466,TN
1892,"LOWE'S OF PALESTINE, TX",2715 SOUTH LOOP 256,PALESTINE,75801-5851,(903)723-6400,(903)723-6401,TX
1728,"LOWE'S OF GLENDALE, AZ",5809 WEST NORTHERN AVE.,GLENDALE,85301-1336,(623)463-6120,(623)463-6121,AZ
2773,"LOWE'S OF W. KINGSPORT, TN",2324 WEST STONE DRIVE,KINGSPORT,37660,(423)578-3220,(423)578-3221,TN
2570,"LOWE'S OF LYON TOWNSHIP, MI",30547 LYON CENTER DRIVE EAST,NEW HUDSON,48165-8900,(248)264-3000,(248)264-3001,MI
1942,"LOWE'S OF E. RUTHERFORD, NJ",150 ROUTE 17 NORTH,EAST RUTHERFORD,07073-2104,(201)231-6040,(201)231-6041,NJ
3104,"LOWE'S OF PROSPER, TX",4301 E. UNIVERSITY DR.,PROSPER,75078,(469)296-1261,(469)296-1262,TX
580,"LOWE'S OF HOMEWOOD, AL",375 STATE FARM PKWY,HOMEWOOD,35209-7180,(205)942-2223,(205)290-0565,AL
1958,"LOWE'S OF MADISON, GA",1821 EATONTON HIGHWAY,MADISON,30650-4677,(706)343-0720,(706)343-0721,GA
560,"LOWE'S OF SARATOGA SPRINGS, NY",10 LOWE'S DRIVE,SARATOGA SPRINGS,12866-9441,(518)583-3777,(518)587-7674,NY
2520,"LOWE'S OF NEWBERRY, SC",2911 MAIN STREET,NEWBERRY,29108-4135,(803)405-7061,(803)405-7062,SC
479,"LOWE'S OF FT WALTON BEACH, FL",774 BEAL PKWY NW,FORT WALTON BEACH,32547-3042,(850)863-0900,(850)863-0918,FL
243,"LOWE'S OF S. TULSA, OK",10156 E 71ST ST,TULSA,74133-3205,(918)459-9922,(918)459-9396,OK
1881,"LOWE'S OF E. AMHERST, NY",8150 TRANSIT ROAD,WILLIAMSVILLE,14221-2806,(716)639-2500,(716)639-2501,NY
2213,"LOWE'S OF WADSWORTH, OH",1065 WILLIAMS RESERVE BLVD,WADSWORTH,44281,(330)335-1900,(330)335-1901,OH
1111,"LOWE'S OF BOYNTON BEACH, FL",1500 CORPORATE DRIVE,BOYNTON BEACH,33426-6648,(561)733-1397,(561)733-3402,FL
2600,"LOWE'S OF WARRENSBURG, MO",912 NORTH COLLEGE AVENUE,WARRENSBURG,64093-1277,(660)747-1001,(660)747-1002,MO
783,"LOWE'S OF LAKELAND, FL",3525 LAKELAND HIGHLANDS ROAD,LAKELAND,33803-4386,(863)701-9800,(863)701-2821,FL
2405,"LOWE'S OF AVONDALE, PA",561 HEPBURN ROAD,AVONDALE,19311-1304,(610)806-9033,(610)806-9034,PA
665,"LOWE'S OF WEST PLANO, TX",19210 PRESTON RD.,DALLAS,75252-2441,(972)769-0343,(972)769-0359,TX
1748,"LOWE'S OF LINCOLNWOOD, IL",3601 WEST TOUHY AVENUE,LINCOLNWOOD,60712-2601,(847)972-4041,(847)972-4042,IL
1729,"LOWE'S OF E. CALN TOWNSHIP, PA",1250 CORNERSTONE BOULEVARD,DOWNINGTOWN,19335-3357,(610)343-7000,(610)343-7001,PA
1535,"LOWE'S OF BRICK TOWNSHIP, NJ",520 ROUTE 70,BRICK,08723-4014,(732)920-4000,(732)920-4001,NJ
1779,"LOWE'S OF STERLING HEIGHTS, MI",2000 METROPOLITAN PARKWAY,STERLING HEIGHTS,48310-4203,(586)446-4100,(586)446-4101,MI
2712,"LOWE'S OF MADERA, CA",2100 WEST CLEVELAND AVENUE,MADERA,93637,(559)416-4000,(559)416-4001,CA
1657,"LOWE'S OF SANFORD, FL",3780 S ORLANDO DR,SANFORD,32773-5614,(407)430-4060,(407)430-4061,FL
661,"LOWE'S OF JAMES ISLAND, SC",770 DANIEL ELLIS DR.,CHARLESTON,29412-3034,(843)795-9774,(843)795-4627,SC
1047,"LOWE'S OF OAKS, PA",200-B MILL ROAD,OAKS,19456-1028,(610)650-1920,(610)650-1932,PA
1907,"LOWE'S OF BEDFORD, NH",222 SOUTH RIVER ROAD,BEDFORD,03110-6819,(603)518-9900,(603)518-9901,NH
356,"LOWE'S OF MONTOURSVILLE, PA.",701 N LOYALSOCK AVE,MONTOURSVILLE,17754-1021,(570)368-6300,(570)368-6314,PA
446,"LOWE'S OF ALTOONA, PA.",1707 MCMAHON RD.,ALTOONA,16602-6516,(814)941-6000,(814)941-6018,PA
2519,"LOWE'S OF STARKVILLE, MS",882 HIGHWAY 12 WEST,STARKVILLE,39759-3570,(662)320-7746,(662)320-7747,MS
2737,"LOWE'S OF S. JACKSONVILLE, NC",425 YOPP ROAD,JACKSONVILLE,28540,(910)320-9030,(910)320-9031,NC
1824,"LOWE'S OF CLACKAMAS COUNTY, OR",13631 S.E. JOHNSON ROAD,MILWAUKIE,97222-1239,(503)794-2500,(503)794-2501,OR
1572,"LOWE'S OF MIDDLETOWN TOWNSHIP, PA",1400 EAST LINCOLN HIGHWAY,LANGHORNE,19047-3007,(215)702-7730,(215)702-7742,PA
1914,"LOWE'S OF DEDHAM, MA",306 PROVIDENCE HIGHWAY,DEDHAM,02026-1875,(781)355-3780,(781)355-3781,MA
2211,"LOWE'S OF SUNNYVALE, CA",811 EAST ARQUES AVENUE,SUNNYVALE,94085-4523,(408)470-1680,(408)470-1681,CA
2241,"LOWE'S OF PALM COAST, FL",315 CYPRESS EDGE DRIVE,PALM COAST,32164,(386)585-6000,(386)585-6001,FL
624,"LOWE'S OF CATONSVILLE, MD.",5900 BALTIMORE NATIONAL PIKE,BALTIMORE,21228-2918,(410)869-3140,(410)869-3141,MD
2845,"LOWE'S OF CLINTON, UT",1986 NORTH 2000 WEST,CLINTON,84015,(801)820-1060,(801)820-1061,UT
2595,"LOWE'S OF SPARTANBURG, SC",120 E. BLACKSTOCK ROAD,SPARTANBURG,29301-2605,(864)216-4934,(864)216-4935,SC
1624,"LOWE'S OF GARDEN CITY, NY",700 DIBBLEE DRIVE,GARDEN CITY,11530-2103,(516)794-6531,(516)794-7637,NY
2313,"LOWE'S OF W. ST. PAUL, MN",1795 ROBERT ST S,WEST ST PAUL,55118-3934,(763)367-4139,(763)367-4140,MN
